id,begin_date,end_date,type,paperless_billing,payment_method,monthly_charges,total_charges,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,gender,senior_citizen,partner,dependents,multiple_lines,target
190,2016-07-01,,One year,Yes,Credit card (automatic),71.9,3173.35,DSL,Yes,No,No,Yes,No,Yes,Male,0,Yes,Yes,Yes,
191,2019-07-01,2020-01-01,Month-to-month,Yes,Electronic check,91.0,531.0,Fiber optic,No,Yes,Yes,No,No,Yes,Male,0,Yes,No,No,
192,2014-05-01,,Two year,No,Bank transfer (automatic),19.75,1375.4,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,
193,2014-02-01,,Two year,No,Credit card (automatic),109.7,8129.3,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Female,0,Yes,Yes,Yes,
194,2015-03-01,,Two year,No,Credit card (automatic),19.3,1192.7,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,
195,2018-06-01,,Month-to-month,Yes,Electronic check,96.55,1901.65,Fiber optic,Yes,Yes,No,Yes,Yes,No,Female,0,Yes,No,No,
196,2018-02-01,,Two year,Yes,Bank transfer (automatic),24.1,587.4,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,
197,2015-03-01,,Month-to-month,Yes,Electronic check,111.35,6519.75,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Male,0,No,No,Yes,
198,2014-02-01,,Two year,Yes,Bank transfer (automatic),112.25,8041.65,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,
199,2020-01-01,,Month-to-month,No,Mailed check,20.75,20.75,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,No,
200,2017-11-01,,One year,Yes,Credit card (automatic),101.9,2681.15,Fiber optic,Yes,No,No,Yes,Yes,Yes,Female,0,Yes,No,No,
201,2018-12-01,,Month-to-month,Yes,Credit card (automatic),80.05,1112.3,Fiber optic,No,Yes,No,Yes,No,No,Female,0,No,No,No,
202,2014-03-01,,Two year,No,Electronic check,105.55,7405.5,Fiber optic,Yes,No,Yes,No,Yes,Yes,Male,0,Yes,Yes,Yes,
203,2019-01-01,,Month-to-month,Yes,Credit card (automatic),78.3,1033.95,Fiber optic,No,No,No,No,Yes,No,Male,0,No,Yes,No,
204,2016-06-01,,Month-to-month,No,Credit card (automatic),68.85,2958.95,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,
205,2017-05-01,,One year,Yes,Bank transfer (automatic),79.95,2684.85,Fiber optic,No,Yes,No,Yes,No,No,Female,0,No,No,No,
206,2014-02-01,,Two year,Yes,Credit card (automatic),55.45,4179.2,DSL,Yes,Yes,Yes,Yes,No,Yes,Male,0,Yes,Yes,No,
207,2019-12-01,2020-01-01,Month-to-month,No,Electronic check,79.9,79.9,Fiber optic,No,No,No,No,No,Yes,Male,0,No,No,No,
208,2018-06-01,2020-01-01,Month-to-month,Yes,Electronic check,106.6,1934.45,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Female,0,No,No,No,
209,2014-10-01,,One year,Yes,Credit card (automatic),102.45,6654.1,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,No,No,
210,2019-10-01,2019-12-01,Month-to-month,Yes,Credit card (automatic),46.0,84.5,DSL,No,No,No,No,No,No,Male,0,No,No,No,
211,2020-01-01,,Month-to-month,No,Electronic check,25.25,25.25,DSL,No,No,No,No,No,No,Female,0,No,No,No,
212,2015-01-01,,Two year,No,Mailed check,19.75,1124.2,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,No,
213,2017-09-01,,One year,No,Electronic check,20.0,540.05,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,
214,2018-03-01,,Month-to-month,No,Electronic check,86.8,1975.85,Fiber optic,No,No,No,No,No,Yes,Male,1,Yes,No,Yes,
215,2015-05-01,,Month-to-month,Yes,Bank transfer (automatic),58.75,3437.45,DSL,Yes,Yes,Yes,No,Yes,Yes,Female,0,Yes,No,No,
216,2014-02-01,,Two year,No,Credit card (automatic),45.25,3139.8,DSL,Yes,Yes,Yes,Yes,No,No,Male,0,Yes,Yes,No,
217,2014-08-01,,Two year,Yes,Bank transfer (automatic),56.6,3789.2,DSL,Yes,Yes,Yes,Yes,Yes,No,Male,0,Yes,No,No,
218,2014-09-01,,Two year,Yes,Bank transfer (automatic),84.2,5324.5,DSL,No,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,
219,2019-06-01,,Month-to-month,Yes,Bank transfer (automatic),80.0,624.6,Fiber optic,No,No,No,No,Yes,No,Female,0,No,No,No,
220,2019-09-01,2020-01-01,Month-to-month,Yes,Electronic check,70.15,268.35,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,
221,2014-03-01,,Two year,No,Bank transfer (automatic),24.75,1836.9,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,Yes,
222,2020-01-01,,One year,Yes,Electronic check,20.2,20.2,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,
223,2019-07-01,2019-11-01,Month-to-month,No,Mailed check,50.05,179.35,DSL,No,No,No,Yes,No,No,Male,0,Yes,No,No,
224,2019-02-01,,One year,Yes,Bank transfer (automatic),19.35,219.35,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,
225,2018-02-01,,One year,Yes,Mailed check,50.6,1288.75,DSL,Yes,No,No,No,Yes,Yes,Male,0,No,No,No,
226,2017-07-01,,One year,Yes,Mailed check,81.15,2545.75,DSL,Yes,No,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,No,
227,2019-12-01,2020-01-01,Month-to-month,No,Mailed check,55.2,55.2,DSL,No,No,No,No,Yes,No,Female,0,Yes,No,No,
228,2017-08-01,,Month-to-month,Yes,Credit card (automatic),89.9,2723.15,Fiber optic,No,No,No,Yes,No,Yes,Male,0,No,No,Yes,
229,2016-03-01,,Two year,Yes,Credit card (automatic),85.3,4107.25,DSL,Yes,Yes,No,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,
230,2015-08-01,,Two year,Yes,Credit card (automatic),108.0,5760.65,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Male,0,No,No,Yes,
231,2015-12-01,,Month-to-month,Yes,Credit card (automatic),93.5,4747.5,Fiber optic,Yes,Yes,No,Yes,No,Yes,Male,0,No,No,No,
232,2019-10-01,2019-11-01,Month-to-month,Yes,Mailed check,84.6,84.6,Fiber optic,Yes,No,No,No,No,Yes,Male,0,No,No,No,
233,2014-02-01,,Two year,No,Credit card (automatic),20.25,1566.9,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,
234,2017-09-01,,Month-to-month,No,Electronic check,25.15,702.0,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,
235,2019-10-01,2019-12-01,Month-to-month,Yes,Mailed check,54.4,114.1,DSL,No,Yes,No,No,No,No,Male,0,No,No,Yes,
236,2019-04-01,,Two year,Yes,Mailed check,29.6,299.05,DSL,No,No,No,Yes,No,No,Female,0,No,No,No,
237,2018-08-01,,Month-to-month,Yes,Electronic check,73.15,1305.95,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,Yes,
238,2018-12-01,2019-11-01,Month-to-month,Yes,Electronic check,95.0,1120.3,Fiber optic,No,Yes,No,No,Yes,Yes,Female,1,No,No,No,
239,2018-10-01,,Two year,No,Mailed check,19.75,284.35,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,
240,2014-02-01,,Two year,No,Bank transfer (automatic),86.6,6350.5,DSL,No,Yes,Yes,Yes,Yes,Yes,Female,0,No,No,Yes,
241,2014-02-01,,Two year,No,Bank transfer (automatic),109.2,7878.3,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Male,0,No,No,Yes,
242,2016-09-01,,One year,Yes,Credit card (automatic),74.7,3187.65,DSL,Yes,No,No,Yes,Yes,Yes,Female,0,Yes,Yes,No,
243,2014-09-01,,Month-to-month,No,Electronic check,94.4,6126.15,Fiber optic,Yes,Yes,Yes,No,No,Yes,Female,1,Yes,No,No,
244,2019-01-01,,Month-to-month,Yes,Electronic check,54.8,731.3,DSL,No,Yes,Yes,No,No,No,Female,1,No,No,No,
245,2019-10-01,,Month-to-month,No,Electronic check,75.35,273.4,Fiber optic,Yes,No,No,No,No,No,Male,1,No,No,No,
246,2016-09-01,,One year,No,Mailed check,65.0,2531.8,DSL,No,No,Yes,No,No,Yes,Male,0,No,No,Yes,
247,2018-10-01,2020-01-01,Month-to-month,Yes,Electronic check,74.4,1074.3,Fiber optic,No,Yes,No,No,No,No,Male,1,No,No,No,
248,2019-09-01,2019-10-01,Month-to-month,Yes,Mailed check,48.55,48.55,DSL,Yes,No,No,No,No,No,Male,0,No,No,No,
249,2016-08-01,,One year,Yes,Electronic check,99.0,4298.45,Fiber optic,Yes,Yes,Yes,No,No,Yes,Male,0,No,No,Yes,
250,2015-11-01,,One year,Yes,Electronic check,93.5,4619.55,Fiber optic,Yes,Yes,Yes,No,Yes,No,Female,0,Yes,No,No,
251,2019-09-01,2019-11-01,Month-to-month,No,Electronic check,70.4,147.15,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,
252,2019-11-01,2019-12-01,Month-to-month,No,Electronic check,40.2,40.2,DSL,No,Yes,No,No,Yes,No,Male,1,Yes,No,No,
253,2017-06-01,,One year,No,Credit card (automatic),83.7,2633.3,DSL,No,Yes,Yes,Yes,Yes,Yes,Male,0,No,Yes,Yes,
254,2019-04-01,,Month-to-month,Yes,Mailed check,19.85,193.05,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,
255,2014-07-01,,Two year,Yes,Electronic check,59.55,4103.9,DSL,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,No,
256,2015-01-01,,Two year,No,Credit card (automatic),115.1,7008.15,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,
257,2015-12-01,,One year,No,Credit card (automatic),114.35,5791.1,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,No,No,Yes,
258,2019-08-01,2019-10-01,Month-to-month,Yes,Credit card (automatic),44.6,80.55,DSL,No,No,No,No,No,No,Female,0,Yes,No,No,
259,2017-09-01,,Month-to-month,Yes,Electronic check,45.0,1228.65,DSL,Yes,No,Yes,No,No,Yes,Female,1,Yes,No,No,
260,2019-08-01,2019-11-01,Month-to-month,Yes,Electronic check,41.15,132.2,DSL,No,No,Yes,No,No,Yes,Male,1,No,No,No,
261,2018-12-01,2020-01-01,Month-to-month,Yes,Electronic check,106.9,1364.3,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,1,No,No,Yes,
262,2015-05-01,,Month-to-month,Yes,Electronic check,89.85,4925.35,Fiber optic,No,Yes,No,No,No,Yes,Male,1,Yes,No,Yes,
263,2017-07-01,,Two year,Yes,Bank transfer (automatic),49.85,1520.1,DSL,Yes,Yes,No,Yes,No,Yes,Female,0,No,No,No,
264,2016-05-01,,One year,No,Mailed check,113.3,5032.25,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,
265,2015-01-01,,Two year,No,Mailed check,88.1,5526.75,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,
266,2015-12-01,,Two year,No,Bank transfer (automatic),24.9,1195.25,Fiber optic,No,No,No,No,No,No,Male,0,No,No,Yes,
267,2018-07-01,,Month-to-month,Yes,Mailed check,105.0,2007.25,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Female,1,No,No,No,
268,2015-02-01,2020-01-01,Two year,No,Mailed check,19.35,1099.6,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,
269,2014-03-01,,Two year,Yes,Credit card (automatic),24.25,1732.95,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,Yes,
270,2018-06-01,2019-10-01,Month-to-month,Yes,Electronic check,94.45,1511.2,Fiber optic,No,No,No,Yes,Yes,Yes,Female,1,No,No,No,
271,2015-05-01,,Two year,Yes,Electronic check,59.75,3450.15,DSL,Yes,Yes,No,Yes,No,No,Male,0,Yes,No,No,
272,2019-11-01,2019-12-01,Month-to-month,No,Bank transfer (automatic),24.8,24.8,DSL,No,No,No,No,No,No,Male,0,No,No,No,
273,2018-06-01,,Month-to-month,No,Electronic check,107.05,2172.05,Fiber optic,No,Yes,No,Yes,Yes,Yes,Male,1,Yes,No,Yes,
274,2019-12-01,2020-01-01,Month-to-month,No,Mailed check,70.6,70.6,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,
275,2019-05-01,2019-10-01,Month-to-month,Yes,Electronic check,85.4,401.1,Fiber optic,No,Yes,No,Yes,No,No,Male,0,Yes,No,Yes,
276,2015-09-01,2020-01-01,Month-to-month,Yes,Electronic check,105.05,5624.85,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,0,Yes,No,Yes,
277,2018-05-01,,Month-to-month,Yes,Bank transfer (automatic),64.95,1339.8,DSL,Yes,Yes,No,No,No,Yes,Male,1,Yes,No,No,
278,2018-12-01,,Month-to-month,Yes,Electronic check,55.0,771.95,DSL,No,No,Yes,Yes,Yes,Yes,Male,0,No,No,No,
279,2019-09-01,,Month-to-month,No,Bank transfer (automatic),50.55,244.75,DSL,No,Yes,No,No,No,No,Female,0,No,No,No,
280,2019-08-01,,Month-to-month,No,Mailed check,55.15,322.9,DSL,Yes,Yes,No,No,No,No,Female,0,No,No,No,
281,2019-04-01,,Month-to-month,No,Electronic check,51.2,498.25,DSL,No,Yes,No,No,No,No,Female,0,No,No,No,
282,2020-01-01,,Month-to-month,No,Mailed check,25.4,25.4,Fiber optic,No,No,No,No,No,No,Female,0,No,Yes,Yes,
283,2014-06-01,,Month-to-month,No,Mailed check,54.45,3687.75,DSL,Yes,No,No,No,No,No,Female,0,No,No,Yes,
284,2018-06-01,2019-12-01,Month-to-month,No,Mailed check,95.15,1779.95,Fiber optic,No,No,Yes,No,Yes,Yes,Male,0,Yes,Yes,No,
285,2018-04-01,,One year,Yes,Credit card (automatic),76.0,1783.6,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,
286,2018-06-01,,Month-to-month,Yes,Electronic check,44.35,927.15,DSL,No,No,No,No,No,No,Female,0,No,No,No,
287,2019-09-01,2019-10-01,Month-to-month,No,Electronic check,70.0,70.0,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,No,
288,2019-02-01,2019-10-01,Month-to-month,Yes,Electronic check,74.5,606.55,Fiber optic,No,Yes,No,No,No,No,Male,1,No,No,No,
289,2019-03-01,2020-01-01,Month-to-month,Yes,Credit card (automatic),44.85,435.4,DSL,No,No,No,No,No,No,Male,0,No,No,No,
290,2017-11-01,2019-11-01,Month-to-month,Yes,Electronic check,76.1,1712.7,Fiber optic,No,No,No,No,No,No,Male,1,No,No,Yes,
291,2017-03-01,,One year,No,Mailed check,61.2,2021.2,DSL,Yes,Yes,Yes,No,No,No,Male,0,No,No,No,
292,2018-03-01,,One year,No,Mailed check,86.8,1940.8,Fiber optic,No,Yes,Yes,Yes,No,No,Male,0,Yes,Yes,No,
293,2019-08-01,,Month-to-month,Yes,Electronic check,89.35,567.8,Fiber optic,No,No,No,No,Yes,Yes,Female,1,No,No,No,
294,2019-02-01,,Month-to-month,No,Mailed check,19.7,220.35,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,
295,2020-01-01,,Month-to-month,No,Mailed check,20.25,20.25,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,
296,2014-03-01,,Two year,No,Electronic check,76.05,5436.45,Fiber optic,No,No,Yes,No,No,No,Female,0,Yes,Yes,No,
297,2017-03-01,,Month-to-month,Yes,Electronic check,100.8,3437.5,Fiber optic,No,No,Yes,No,Yes,Yes,Male,1,Yes,No,Yes,
298,2016-10-01,,Month-to-month,Yes,Electronic check,74.55,3015.75,DSL,No,No,Yes,No,Yes,Yes,Male,0,Yes,Yes,Yes,
299,2019-11-01,2019-12-01,Month-to-month,Yes,Mailed check,73.6,73.6,Fiber optic,Yes,No,No,No,No,No,Female,0,No,Yes,No,
300,2018-03-01,,One year,Yes,Bank transfer (automatic),64.9,1509.8,DSL,No,No,No,No,Yes,Yes,Male,0,No,No,No,
301,2019-06-01,2019-10-01,Month-to-month,Yes,Electronic check,95.45,396.1,Fiber optic,No,No,No,No,Yes,Yes,Female,1,No,No,Yes,
302,2019-10-01,,Month-to-month,Yes,Electronic check,90.4,356.65,Fiber optic,No,No,Yes,Yes,No,Yes,Male,0,No,No,No,
303,2014-06-01,,Two year,No,Credit card (automatic),60.3,4109.0,DSL,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,No,
304,2016-12-01,,Month-to-month,Yes,Mailed check,81.85,3141.7,Fiber optic,No,Yes,No,No,No,No,Male,0,No,Yes,Yes,
305,2015-10-01,,Two year,No,Mailed check,24.8,1229.1,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,
306,2017-04-01,2019-12-01,Month-to-month,Yes,Electronic check,74.9,2303.35,Fiber optic,No,No,No,No,No,No,Male,1,Yes,No,Yes,
307,2017-09-01,,Two year,No,Mailed check,75.55,2054.4,DSL,No,No,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,No,
308,2016-12-01,,Month-to-month,No,Electronic check,101.15,3741.85,Fiber optic,No,Yes,No,No,Yes,Yes,Male,1,Yes,Yes,Yes,
309,2016-02-01,,One year,Yes,Credit card (automatic),78.75,3682.45,DSL,Yes,No,Yes,No,Yes,Yes,Male,0,No,Yes,Yes,
310,2020-01-01,,Month-to-month,Yes,Bank transfer (automatic),19.25,19.25,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,
311,2018-04-01,,Month-to-month,Yes,Electronic check,89.05,1886.25,Fiber optic,Yes,No,No,Yes,No,Yes,Female,0,No,No,No,
312,2016-07-01,,Two year,No,Credit card (automatic),115.05,4895.1,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,No,No,Yes,
313,2019-09-01,,Month-to-month,Yes,Electronic check,69.35,341.6,Fiber optic,No,No,No,No,No,No,Female,1,Yes,No,No,
314,2019-05-01,2019-10-01,Month-to-month,Yes,Electronic check,80.6,415.55,Fiber optic,No,No,No,No,Yes,No,Male,0,No,No,No,
315,2015-11-01,,One year,No,Credit card (automatic),110.05,5686.4,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,
316,2014-03-01,,Two year,Yes,Credit card (automatic),19.9,1355.1,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,
317,2016-08-01,2019-10-01,One year,No,Credit card (automatic),80.3,3058.65,DSL,Yes,Yes,No,Yes,Yes,Yes,Female,0,Yes,Yes,No,
318,2017-12-01,2019-12-01,Month-to-month,Yes,Electronic check,93.15,2231.05,Fiber optic,No,No,Yes,No,Yes,Yes,Male,1,Yes,No,No,
319,2017-03-01,,Month-to-month,Yes,Credit card (automatic),91.5,3236.35,Fiber optic,No,No,No,Yes,Yes,No,Male,0,Yes,No,Yes,
320,2015-05-01,2019-11-01,One year,No,Bank transfer (automatic),82.45,4350.1,DSL,Yes,Yes,No,Yes,Yes,Yes,Female,1,No,No,Yes,
321,2014-02-01,,Two year,Yes,Electronic check,60.0,4264.0,DSL,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,No,
322,2020-01-01,,Month-to-month,Yes,Electronic check,44.8,44.8,DSL,No,No,No,No,No,No,Male,0,No,No,No,
323,2019-05-01,,One year,No,Mailed check,48.6,422.3,DSL,Yes,No,No,No,No,No,Female,0,Yes,Yes,No,
324,2014-05-01,,Two year,Yes,Bank transfer (automatic),60.05,4176.7,DSL,Yes,Yes,No,Yes,Yes,Yes,Male,0,No,No,No,
325,2015-10-01,,Month-to-month,Yes,Credit card (automatic),102.7,5138.1,Fiber optic,No,Yes,No,Yes,Yes,Yes,Female,0,Yes,No,Yes,
326,2019-03-01,,Month-to-month,Yes,Electronic check,82.9,880.05,Fiber optic,No,No,No,Yes,Yes,No,Female,1,Yes,No,No,
327,2019-10-01,2019-12-01,Month-to-month,Yes,Electronic check,70.35,139.05,Fiber optic,No,No,No,No,No,No,Female,1,No,No,No,
328,2017-10-01,,Month-to-month,Yes,Electronic check,35.9,973.65,DSL,No,No,No,No,Yes,No,Female,1,Yes,Yes,No,
329,2018-09-01,,Month-to-month,Yes,Credit card (automatic),82.65,1470.05,Fiber optic,No,No,Yes,No,No,No,Female,1,No,No,Yes,
330,2017-03-01,,Two year,Yes,Mailed check,19.85,739.35,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,
331,2019-06-01,,One year,Yes,Mailed check,19.2,161.95,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,
332,2016-04-01,,One year,Yes,Credit card (automatic),94.9,4422.95,Fiber optic,No,Yes,Yes,No,Yes,No,Male,0,No,No,Yes,
333,2019-05-01,2019-12-01,Month-to-month,Yes,Electronic check,73.85,511.25,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,
334,2019-10-01,2019-12-01,Month-to-month,No,Mailed check,80.6,155.8,Fiber optic,No,No,Yes,No,No,No,Female,0,No,No,Yes,
335,2014-03-01,2019-11-01,One year,Yes,Bank transfer (automatic),75.8,5293.95,DSL,No,Yes,Yes,Yes,No,Yes,Male,0,Yes,Yes,Yes,
336,2016-05-01,2019-12-01,Two year,Yes,Electronic check,104.6,4759.85,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,0,No,No,Yes,
337,2014-06-01,,Two year,Yes,Electronic check,88.15,6148.45,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,No,No,Yes,
338,2017-02-01,,Month-to-month,Yes,Credit card (automatic),94.8,3565.65,Fiber optic,No,Yes,No,No,Yes,Yes,Female,0,No,No,No,
339,2014-09-01,2019-12-01,Month-to-month,Yes,Electronic check,103.4,6603.0,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,0,Yes,No,Yes,
340,2017-06-01,,Month-to-month,No,Bank transfer (automatic),54.65,1830.1,DSL,No,Yes,No,Yes,No,No,Female,1,No,No,No,
341,2014-03-01,,Two year,No,Credit card (automatic),85.75,6223.8,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,
342,2014-08-01,,Month-to-month,Yes,Bank transfer (automatic),67.45,4508.65,DSL,Yes,Yes,Yes,No,No,No,Female,0,Yes,Yes,Yes,
343,2014-11-01,,One year,No,Mailed check,20.5,1328.15,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,
344,2016-09-01,,One year,Yes,Credit card (automatic),20.25,865.0,Fiber optic,No,No,No,No,No,No,Female,0,No,Yes,No,
345,2020-01-01,,Month-to-month,Yes,Electronic check,72.1,72.1,Fiber optic,No,No,No,No,No,No,Female,1,No,No,Yes,
346,2019-11-01,2020-01-01,Month-to-month,Yes,Electronic check,90.4,168.2,Fiber optic,No,No,No,No,Yes,Yes,Female,0,No,No,No,
347,2014-04-01,,Two year,No,Bank transfer (automatic),19.45,1303.5,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,No,
348,2018-03-01,,Month-to-month,Yes,Electronic check,44.95,996.85,DSL,No,No,No,No,Yes,Yes,Female,0,No,No,No,
349,2014-10-01,,One year,No,Bank transfer (automatic),97.0,6430.9,Fiber optic,Yes,Yes,Yes,No,No,Yes,Female,1,Yes,No,No,
350,2017-01-01,,Two year,Yes,Credit card (automatic),62.8,2278.75,DSL,Yes,No,Yes,Yes,No,No,Male,0,Yes,Yes,Yes,
351,2018-09-01,,One year,No,Mailed check,44.6,681.4,DSL,No,No,No,No,No,No,Male,0,No,Yes,No,
352,2019-07-01,,Month-to-month,Yes,Electronic check,89.15,574.35,Fiber optic,No,No,No,No,Yes,Yes,Female,1,No,No,No,
353,2019-07-01,2019-11-01,Month-to-month,Yes,Bank transfer (automatic),84.8,371.9,Fiber optic,No,Yes,Yes,No,No,No,Male,0,Yes,Yes,Yes,
354,2018-04-01,2020-01-01,Month-to-month,Yes,Electronic check,41.9,840.1,DSL,Yes,No,No,No,Yes,No,Female,1,No,No,No,
355,2019-01-01,2019-11-01,Month-to-month,Yes,Bank transfer (automatic),80.25,846.0,Fiber optic,No,No,No,No,No,Yes,Female,0,No,No,No,
356,2018-10-01,,Month-to-month,Yes,Electronic check,54.1,889.0,DSL,Yes,No,No,No,No,No,Female,1,No,No,Yes,
357,2014-10-01,,Two year,Yes,Electronic check,105.25,6823.4,Fiber optic,No,Yes,No,Yes,Yes,Yes,Male,0,Yes,No,Yes,
358,2017-10-01,2020-01-01,Month-to-month,No,Credit card (automatic),30.75,805.1,DSL,Yes,No,No,No,No,No,Male,1,Yes,No,No,
359,2016-08-01,,One year,No,Electronic check,97.1,4016.75,Fiber optic,Yes,No,No,No,Yes,Yes,Male,0,Yes,Yes,Yes,
360,2019-09-01,,Month-to-month,No,Mailed check,20.2,83.75,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,No,
361,2016-09-01,,Two year,Yes,Bank transfer (automatic),98.8,3959.15,Fiber optic,No,Yes,No,Yes,Yes,Yes,Female,0,No,No,No,
362,2015-04-01,,One year,No,Credit card (automatic),50.3,2878.55,DSL,No,No,Yes,No,No,No,Male,0,Yes,No,No,
363,2016-03-01,,Two year,Yes,Mailed check,20.55,945.7,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,
364,2018-08-01,,Month-to-month,Yes,Bank transfer (automatic),75.9,1373.05,Fiber optic,No,No,No,Yes,No,No,Male,0,No,No,No,
365,2019-08-01,2020-01-01,Month-to-month,No,Bank transfer (automatic),96.5,492.55,Fiber optic,No,No,Yes,No,Yes,Yes,Male,0,No,No,No,
366,2018-03-01,,Month-to-month,Yes,Bank transfer (automatic),59.95,1406.0,DSL,Yes,No,No,No,No,Yes,Male,0,Yes,No,No,
367,2020-01-01,,Month-to-month,No,Mailed check,19.15,19.15,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,
368,2014-03-01,,One year,Yes,Credit card (automatic),98.65,6962.85,Fiber optic,No,No,Yes,No,Yes,Yes,Male,0,Yes,No,Yes,
369,2014-02-01,,Two year,Yes,Credit card (automatic),112.6,8126.65,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,
370,2017-05-01,,One year,No,Mailed check,20.6,690.25,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,
371,2019-08-01,2019-10-01,Month-to-month,Yes,Electronic check,85.65,181.5,Fiber optic,No,No,No,No,Yes,No,Male,0,No,No,Yes,
372,2018-02-01,,Two year,No,Mailed check,35.75,830.8,DSL,Yes,No,No,Yes,No,No,Male,0,No,Yes,No,
373,2015-06-01,,One year,Yes,Credit card (automatic),99.75,5608.4,Fiber optic,No,Yes,Yes,Yes,No,Yes,Female,0,Yes,Yes,Yes,
374,2017-01-01,,Month-to-month,Yes,Credit card (automatic),96.1,3646.8,Fiber optic,No,Yes,No,No,Yes,Yes,Male,0,No,No,No,
375,2016-07-01,,One year,No,Credit card (automatic),85.1,3662.25,DSL,No,Yes,Yes,Yes,Yes,Yes,Female,0,No,No,Yes,
376,2020-01-01,,Month-to-month,No,Mailed check,25.35,25.35,DSL,No,No,No,No,No,No,Male,0,No,No,No,
377,2017-11-01,2019-12-01,Month-to-month,Yes,Bank transfer (automatic),104.95,2566.5,Fiber optic,No,No,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,
378,2015-01-01,,Two year,No,Electronic check,89.65,5308.7,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,No,No,Yes,
379,2018-09-01,,One year,No,Electronic check,86.75,1410.25,Fiber optic,No,No,Yes,Yes,No,No,Male,0,No,No,Yes,
